IATA,ICAO,Name,Latitude,Longitude,UTC Offset (s),Max Runway Length (ft),Airlines
MSZ,FNMO,Namibe Angola,-15.2611,12.1444,3600,8202,
APL,FQNP,Nampula Mozambique,-15.1028,39.2844,7200,6588,"KQD,KQ"
YCD,CYCD,Nanaimo BC Canada,49.0544,-123.87,-28800,6552,WSH
KHN,ZSCN,Nanchang China,28.8644,115.9,28800,11130,"MU,MUD"
NKG,ZSNJ,Nanjing China,31.7394,118.86,28800,11877,"MU,DVH"
NNG,ZGNN,Nanning China,22.6081,108.172,28800,8871,CZ
NTE,LFRS,Nantes France,47.1531,-1.6106,3600,9530,AF
ACK,KACK,Nantucket MA,41.2531,-70.0594,-18000,6313,"DVH,NEH"
NNY,ZHNY,Nanyang China,32.9808,112.6153,28800,2500,
APF,KAPF,Naples FL,26.1525,-81.775,-18000,6374,DVH
NAP,LIRN,Naples Italy,40.8856,14.2906,3600,8687,"AF,AZ,HVD"
NAU,NTGN,Napuka French Polynesia,-14.1764,-141.267,-39600,3958,
NRM,GANK,Nara Mali,15.2369,-7.2681,0,5577,
UAK,BGBW,Narsarsuaq Greenland,61.1606,-45.4256,-10800,6040,NEH
BNA,KBNA,Nashville TN,36.1242,-86.6781,-21600,11030,"DL,DVH,NW,WSH"
NAS,MYNN,Nassau Bahamas,25.0389,-77.4656,-18000,11230,"DL,DVH,PAH"
NAT,SBNT,Natal Brazil,-5.9114,-35.2475,-10800,8545,GLO
NAE,DBBN,Natitingou Benin,10.3833,1.3667,3600,2500,
INU,ANYN,Nauru Island Nauru,-0.5467,166.918,46800,7672,
SUV,NFNA,Nausori Fiji,-18.0442,178.563,46800,6135,PAH
NVT,SBNF,Navegantes Brazil,-26.8783,-48.6503,-7200,5639,GLO
NYT,VYEL,Naypyidaw Myanmar (Burma),19.6233,96.2006,23400,2500,
KDN,FOGE,Ndende Gabon,-2.3692,11.4211,3600,2592,
NLA,FLSK,Ndola Zambia,-12.9944,28.6644,7200,8251,"KQD,KQ"
EAM,OENG,Nejran Saudi Arabia,17.6114,44.4192,10800,10026,
MQP,FAKN,Nelspruit South Africa,-25.3911,31.0992,7200,10576,
EMN,GQNI,Nema Mauritania,16.6094,-7.2956,0,2500,
NQN,SAZN,Neuquén Argentina,-38.9489,-68.1556,-10800,8446,AR
NEV,TKPN,Nevis St Kitts and Nevis,17.2194,-62.5958,-14400,4007,SBS
EWB,KEWB,New Bedford MA,41.6764,-70.9578,-18000,5406,NEH
EWN,KEWN,New Bern NC,35.0728,-77.0428,-18000,6463,DL
HVN,KHVN,New Haven CT,41.2628,-72.8864,-18000,5615,"DVH,NEH"
MSY,KMSY,New Orleans LA,29.9928,-90.2575,-21600,10097,"AS,DL,DVH,NA,NW,PAH"
NBG,KNBG,New Orleans-NAS/Alvin Callendar LA,29.8267,-90.0264,0,8007,
JFK,KJFK,New York-Kennedy NY,40.6392,-73.7789,-18000,14564,"SU,AR,AM,AF,AZ,MU,DL,DVH,KLD,KL,KE,NEH,NW,PAH,SV,VS"
LGA,KLGA,New York-La Guardia NY,40.7767,-73.8722,-18000,7007,"DL,DVH,NEH,NW,PAH,WAH,WS"
EWR,KEWR,New York-Newark NJ,40.6925,-74.1678,-18000,11003,"AS,DL,DVH,NA,NEH,NW,VS"
SWF,KSWF,Newburgh NY,41.5042,-74.1042,-18000,11823,"DL,DVH"
NTL,YWLM,Newcastle Australia,-32.7947,151.834,39600,8002,VA
NCL,EGNT,Newcastle United Kingdom,55.0375,-1.6917,0,7630,"AF,KL"
ZNE,YNWN,Newman Australia,-23.4178,119.803,28800,6805,VA
PHF,KPHF,Newport News VA,37.1317,-76.4931,-18000,8002,"DL,DVH"
EFK,KEFK,Newport VT,44.8881,-72.2283,-18000,5307,NEH
NQY,EGDG,Newquay,50.4406,-4.9953,0,2500,
CXR,VVCR,Nha Trang Vietnam,11.9978,109.219,25200,10000,"VND,VN"
NHA,VVNT,Nha Trang Vietnam - OLD,12.2269,109.2,25200,2500,
NIM,DRRN,Niamey Niger,13.4814,2.1831,3600,9876,AF
NCE,LFMN,Nice France,43.6606,7.2175,3600,9725,"SUD,AF,AZ,DVH,KLD,KL,ME,PAH,ROH"
KIJ,RJSN,Niigata Japan,37.9553,139.121,32400,8192,KE
FNI,LFTW,Nimes France,43.7572,4.4161,3600,8018,
NGB,ZSNB,Ningbo China,29.8231,121.4628,28800,8204,"MU,MUD,VN"
NIX,GANR,Nioro Mali,15.2331,-9.5831,0,4922,
IUE,NIUE,Niue Island New Zealand,-19.0767,-169.928,39600,7662,
NBC,UWKE,Nizhnekamsk Russia,55.5644,52.0922,10800,8264,SUD
NJC,USNN,Nizhnevartovsk Russia,60.9481,76.4814,18000,10617,SUD
GOJ,UWGG,Nizhniy Novgorod Russia,56.2297,43.7842,10800,9270,SU
NOG,MMNG,Nogales Mexico,31.2256,-110.9758,-25200,5904,AMH
OME,PAOM,Nome AK,64.5114,-165.445,-32400,5982,"DVH,WAH"
OFK,KOFK,Norfolk NE,41.9853,-97.435,-21600,5810,NCA
ORF,KORF,Norfolk VA,36.8944,-76.2008,-18000,9016,"DL,DVH,NW"
NGU,KNGU,Norfolk-Oceana NAS VA,36.9375,-76.2892,-18000,8361,
YVQ,CYVQ,Norman Wells NT,65.2811,-126.798,-25200,6146,WAH
OTH,KOTH,North Bend OR,43.4167,-124.246,-28800,5979,RW
ELH,MYEH,North Eleuthera Bahamas,25.4742,-76.6831,-18000,6022,DVH
NHT,EGWU,Northolt United Kingdom,51.5528,-0.4181,0,5535,
ORT,PAOR,Northway AK,62.9611,-141.928,-32400,5084,WAH
NWI,EGSH,Norwich United Kingdom,52.6756,1.2828,0,6027,KL
NOS,FMNN,Nosy Be Madagascar,-13.3108,48.3225,10800,7170,
EMA,EGNX,Nottingham United Kingdom,52.8308,-1.3278,0,9475,
NDB,GQPP,Nouadhibou Mauritania,20.9281,-17.0308,0,8000,
NKC,GQNN,Nouakchott Mauritania,18.0978,-15.9475,0,9900,AF
NCK,GQNO,Nouakchott–Oumtounsy  Mauritania,18.3097,-15.9694,0,11251,
NOU,NWWW,Nouméa-La Tontouta New Caledonia,-22.0158,166.216,39600,10673,PAH
GEA,NWWM,Nouméa-Magenta New Caledonia,-22.2578,166.473,39600,4134,
XNU,DFON,Nouna Burkina Faso,12.7608,-3.875,0,2500,
NOZ,UNWW,Novokuznetsk Russia,53.8117,86.8783,25200,8789,
OVB,UNNT,Novosibirsk Russia,55.0117,82.6517,25200,11815,SU
NUX,USMU,Novy Urengoy Russia,66.0694,76.5192,18000,8366,SUD
NLD,MMNL,Nuevo Laredo Mexico,27.4433,-99.5697,-21600,6596,AM
HNV,NTMD,Nuku Hiva French Polynesia,-8.7947,-140.223,-39600,5581,
TBU,NFTF,Nuku'alofa Tonga,-21.2406,-175.139,46800,8801,VA
NUE,EDDN,Nurnberg Germany,49.4978,11.0778,3600,8843,"AF,KLD,KL,PAH"
OAK,KOAK,Oakland CA,37.7214,-122.221,-28800,10536,"RW,AS,DL,DVH,NW"
OAX,MMOX,Oaxaca Mexico,16.9992,-96.7264,-21600,8166,AM
OBO,RJCB,Obihiro Japan,42.7331,143.217,32400,8215,
OCF,KOCF,Ocala FL,29.1717,-82.2239,-18000,7430,DVH
ODS,UKOO,Odessa Ukraine,46.4267,30.6781,7200,9192,
OGD,KOGD,Ogden Hinckley UT,41.1956,-112.0119,-25200,8109,"DL,NPA"
OGS,KOGS,Ogdensburg NY,44.6817,-75.4653,-18000,6410,
OIT,RJFO,Oita Japan,33.4792,131.737,32400,9881,KE
OKJ,RJOB,Okayama Japan,34.7567,133.855,32400,9839,KE
OKA,ROAH,Okinawa Japan,26.1953,127.647,32400,9872,"CI,NW"
OKC,KOKC,Oklahoma City OK,35.3928,-97.6003,-21600,9835,"DL,DVH,NW,WAH"
OKN,FOGQ,Okondja Gabon,-0.6653,13.6731,3600,4921,
OLB,LIEO,Olbia Italy,40.8981,9.5178,3600,8017,
OLM,KOLM,Olympia WA,46.9689,-122.902,-28800,5507,"RW,NW"
OMA,KOMA,Omaha NE,41.3025,-95.8939,-21600,9518,"DL,NCA,NW,WAH"
OMS,UNOO,Omsk Russia,54.9667,73.3117,25200,9186,SUD
ONS,YOLW,Onslow Australia,-21.6681,115.113,28800,5249,VA
ONT,KONT,Ontario CA,34.0556,-117.601,-28800,12288,"AM,RW,AS,DL,DVH,NW"
ONO,KONO,Ontario OR,44.0192,-117.013,-25200,4529,RW
OST,EBOS,Oostende - Belguim,51.1989,2.8619,3600,10460,
OPF,KOPF,Opa-locka FL,25.9072,-80.2781,-18000,8015,
OMR,LROD,Oradea Romania,47.025,21.9019,7200,5857,ROH
ORN,DAOO,Oran-Es Sénia Algeria,35.6269,-0.6111,3600,12114,
TAF,DAOL,Oran-Tafaraoui Algeria,35.5492,-0.5328,3600,2500,
SNA,KSNA,Orange County CA,33.6756,-117.8675,-28800,5715,"RW,AS,ASH,DL,DVH,NW,WS"
XOG,LFMO,Orange France,44.14,4.8686,3600,7958,
REN,UWOO,Orenburg Russia,51.7947,55.4564,18000,8282,SUD
BGY,LIME,Orio al Serio Italy,45.6683,9.6997,3600,9603,VSD
MCO,KMCO,Orlando FL,28.4289,-81.3156,-18000,12056,"AM,AS,DL,DVH,GLO,KLD,NW,PAH,VS,VSD,WS,WSH"
ORL,KORL,Orlando-Executive FL,28.5453,-81.3328,-18000,6002,
SFB,KSFB,Orlando-Sanford FL,28.7778,-81.2417,-18000,10992,DVH
HOV,ENOV,Orsta-Volda Norway,62.1797,6.0742,3600,2832,
ORU,SLOR,Oruro Bolivia,-17.9556,-67.075,-18000,8202,PAH
ITM,RJOO,Osaka-International Japan,34.7856,135.438,32400,9857,"NW,PAH"
KIX,RJBB,Osaka-Kansai Japan,34.4256,135.2439,32400,13164,"AF,MUD,DL,DVH,KL,NW,VN"
OSN,RKSO,Osan AB Korea,37.0906,127.029,32400,8989,
OSH,KOSH,Oshkosh WI,43.9839,-88.5564,-21600,8015,"NCA,NW"
OSL,ENGM,Oslo Norway,60.1939,11.1003,3600,11835,"SUD,AF,DVH,KL,NW,PAH"
OSR,LKMT,Ostrava Czech Republic,49.6964,18.1111,3600,11518,OK
YOW,CYOW,Ottawa ON Canada,45.3219,-75.6689,-18000,10011,"DL,DVH,KLD,NW,WS,WSH"
OUA,DFFD,Ouagadougou Burkina Faso,12.3531,-1.5117,0,9934,AF
OUG,DFCC,Ouahigouya Burkina Faso,13.5761,-2.4297,0,2500,
OGX,DAUU,Ouargla Algeria,31.9314,5.4067,3600,9843,
OUD,GMFO,Oujda Morocco,34.7856,-1.9256,0,9848,
OUL,EFOU,Oulu Finland,64.9292,25.3556,7200,8183,
UVE,NWWV,Ouvéa Fayaue Island New Caledonia,-20.6406,166.573,39600,3610,
OUE,FCOU,Ouésso Congo,1.6167,16.0331,3600,6726,
OWB,KOWB,Owensboro KY,37.74,-87.1664,-21600,8018,NW
OXR,KOXR,Oxnard CA,34.2003,-119.207,-28800,5965,RW
OYE,FOGO,Oyem Gabon,1.5431,11.5814,3600,5926,
PAD,EDLP,Paderborn/Lippstadt Germany,51.6142,8.6164,3600,7136,
PAH,KPAH,Paducah KY,37.0608,-88.7736,-21600,6505,"DVH,NW"
PGA,KPGA,Page AZ,36.9261,-111.448,-25200,5965,DVH
PPG,NSTU,Pago Pago Western Samoa,-14.3308,-170.711,-39600,10008,PAH
PLF,FTTP,Pala Chad,9.3833,14.9333,3600,2500,
PLQ,EYPA,Palanga Lithuania,55.9733,21.0939,7200,6467,
PKY,WAOP,Palangkaraya Indonesia,-2.2244,113.943,25200,2500,
PLM,WIPP,Palembang Indonesia,-2.8981,104.7,25200,8210,KLD
PMO,LICJ,Palermo Italy,38.1756,13.0906,3600,11182,AZ
PSP,KPSP,Palm Springs CA,33.8289,-116.506,-28800,10004,"RW,DL,DVH,WSH"
PDM,LESB,Palma Son Bonet Spain,39.5986,2.7028,3600,3281,
PMI,LEPA,Palma de Mallorca Spain,39.5492,2.7331,3600,10935,"UX,HVD"
PMD,KPMD,Palmdale CA,34.6292,-118.0844,-28800,11999,DVH
PLW,WAML,Palu Indonesia,-0.9164,119.906,28800,2500,KLD
XPA,DFEP,Pama Burkina Faso,11.2608,-0.7044,0,2500,
PNA,LEPP,Pamplona Spain,42.77,-1.6461,3600,8143,
ECP,KECP,Panama City - NW Florida Beaches FL,30.3417,-85.7967,-21600,10034,"DL,DVH,NW"
PFN,KPFN,Panama City FL (Discontinued),30.2114,-85.6825,-21600,6316,"DVH,NW"
PTY,MPTO,Panama City Panama,9.0706,-79.3831,-18000,10042,"AF,DL,KLD,KL,NW,PAH"
PGK,WIKK,Pangkalpinag Indonesia,-2.1622,106.139,25200,5630,
PNL,LICG,Pantelleria Italy,36.8161,11.9689,3600,5865,
PPT,NTAA,Papeete Tahiti,-17.5531,-149.6069,-39600,11231,"AF,DVH,PAH"
PFO,LCPH,Paphos Cyprus,34.7181,32.4844,7200,8851,HVD
PBO,YPBO,Paraburdoo Australia,-23.1708,117.745,28800,6997,VA
PBM,SMJP,Paramaribo Suriname,5.4528,-55.1878,-10800,11409,"KLD,KL,PAH"
PRA,SAAP,Parana Argentina,-31.7944,-60.4803,-7200,6924,
CDG,LFPG,Paris-De Gaulle France,49.0128,2.5492,3600,13813,"SUD,AM,UX,AF,AZ,OK,DL,DVH,JAD,KQD,KQ,KLD,KL,NW,SV,ROH,VN"
LBG,LFPB,Paris-Le Bourget France,48.9683,2.4406,3600,9845,KLD
ORY,LFPO,Paris-Orly France,48.7242,2.3581,3600,11962,"AF,DVH,KLD,PAH,HVD"
PMF,LIMP,Parma Italy,44.8219,10.2953,3600,6794,
PBH,VQPR,Paro Bhutan,27.4028,89.4264,19800,6522,DVH
PSC,KPSC,Pasco/Richland WA,46.2642,-119.119,-28800,7724,"RW,AS,DL,NW"
PRB,KPRB,Paso Robles CA,35.6728,-120.627,-28800,6020,RW
PUF,LFBP,Pau France,43.38,-0.4186,3600,8304,AF
PKU,WIBB,Pekanbaru Indonesia,0.4608,101.444,25200,7095,KLD
PLN,KPLN,Pellston MI,45.5706,-84.7967,-18000,6506,"DL,DVH,NCA"
PEN,WMKP,Penang Malaysia,5.2967,100.277,28800,11034,"CI,KLD"
PDT,KPDT,Pendleton OR,45.6944,-118.8408,-28800,6288,ASH
PNS,KPNS,Pensacola FL,30.4731,-87.1872,-21600,7019,"DL,DVH,NW"
YYF,CYYF,Penticton BC Canada,49.4625,-119.602,-28800,6010,WSH
PIA,KPIA,Peoria IL,40.6639,-89.6928,-21600,10121,"DL,NW"
PEI,SKPE,Pereira Colombia,4.8125,-75.7394,-18000,6431,
PEE,USPP,Perm Russia,57.9133,56.0231,25200,8414,SU
PGF,LFMP,Perpignan France,42.7403,2.8706,3600,8210,
PER,YPPH,Perth Australia,-31.9406,115.9669,28800,11326,VA
PEG,LIRZ,Perugia Italy,43.0958,12.5131,3600,7236,
PSR,LIBP,Pescara Italy,42.4369,14.1869,3600,7999,
PEW,OPPS,Peshawar Pakistan,33.9939,71.5144,18000,9034,SV
PSG,PAPG,Petersburg AK,56.8017,-132.945,-32400,5990,
PKC,UHPP,Petropavlovsk Russia,53.1678,158.454,43200,11169,SUD
PHL,KPHL,Philadelphia PA,39.8708,-75.2403,-18000,11985,"RW,AS,DL,DVH,NEH,NW,PAH"
PNH,VDPP,Phnom Penh Cambodia,11.5464,104.844,25200,9859,"KE,VN"
PHX,KPHX,Phoenix AZ,33.4336,-112.0067,-25200,11478,"AMH,RW,AS,DL,DVH,NW,WAH,WS,WSH"
HKT,VTSP,Phuket Thailand,8.1106,98.3125,25200,9876,"SUD,KE"
PQC,VVPQ,Phú Quóc Vietnam,10.1717,103.991,25200,6889,VN
PDS,MMPG,Piedras Negras Mexico,28.6272,-100.535,-21600,6725,
PIR,KPIR,Pierre SD,44.3819,-100.2858,-21600,6901,"NCA,NW,WAH"
PSA,LIRP,Pisa Italy,43.6836,10.3922,3600,9825,"DVH,HVD"
PIT,KPIT,Pittsburgh PA,40.4914,-80.2328,-18000,11482,"DL,DVH,NW"
PSF,KPSF,Pittsfield MA,42.4275,-73.2906,-18000,5784,NEH
THU,BGTL,Pituffik Greenland,76.5308,-68.7031,0,10004,
PVW,KPVW,Plainview TX,34.1681,-101.717,-21600,5996,
PIJ,FSPL,Platte Island Seychelles,-5.8597,55.3836,14400,2500,
PBG,KPBG,Plattsburgh NY,44.6508,-73.4681,-18000,11771,
PXU,VVPK,Pleiku Vietnam,14.0044,108.017,25200,7874,VN
PIH,KPIH,Pocatello ID,42.9108,-112.5958,-25200,9075,"DL,NPA,NW"
POD,GOSP,Podar Senegal,16.6864,-14.9703,0,5085,
TGD,LYPG,Podgorica Montenegro,42.3594,19.2519,3600,8206,
KPO,RKTH,Pohang South Korea,35.9878,129.421,32400,6989,
PTP,TFFR,Pointe a Pitre Guadeloupe,16.2653,-61.5306,-14400,11515,"AF,DVH,PAH,SBS"
PNR,FCPP,Pointe-Noire Congo,-4.8128,11.8853,3600,8610,AF
PIS,LFBI,Poitiers France,46.5872,0.3067,3600,7723,
PTG,FAPP,Polokwane South Africa,-23.8494,29.4564,7200,10488,
PNI,PTPN,Ponapei Micronesia,6.985,158.209,0,6001,
PSE,TJPS,Ponce PR,18.0081,-66.5628,-14400,7921,DVH
PDL,LPPD,Ponta Delgada Azores,37.7408,-25.6978,-3600,8216,DVH
PTK,KPTK,Pontiac MI,42.6653,-83.4203,-18000,6510,
CLM,KCLM,Port Angeles WA,48.1203,-123.5,-28800,6357,NW
WPB,FMNG,Port Berge Madagascar,-15.5839,47.6256,10800,2500,
PLZ,FAPE,Port Elizabeth South Africa,-33.9842,25.6167,7200,6497,
POG,FOOG,Port Gentil Gabon,-0.7192,8.7511,3600,6261,
PHC,DNPO,Port Harcourt Nigeria,5.0153,6.9494,3600,9884,AF
PHE,YPPD,Port Hedland Australia,-20.3778,118.626,28800,8217,VA
PLO,YPLC,Port Lincoln Australia,-34.6053,135.8803,37800,4926,VAH
MRU,FIMP,Port Louis Mauritius,-20.43,57.6831,14400,11073,"AF,KQD"
PQQ,YPMQ,Port Macquarie Australia,-31.4356,152.863,39600,5926,VA
POM,AYPY,Port Moresby Papua New Guinea,-9.4425,147.2197,36000,9053,PAH
GND,TGPY,Port Salines Grenada,12.0039,-61.7856,-14400,9018,"DL,DVH,VSD"
PSY,SFAL,Port Stanley Falkland Islands,-51.685,-57.7778,-10800,3624,
PAP,MTPP,Port au Prince Haiti,18.5794,-72.2925,-18000,9970,"AF,DL,DVH,KLD,PAH"
POS,TTPP,Port of Spain Trinidad & Tobago,10.5953,-61.3356,-14400,10512,"DVH,KLD,PAH,WSH"
VLI,NVVV,Port-Vila New Hebrides,-17.6992,168.32,39600,8535,
PWM,KPWM,Portland ME,43.6461,-70.3086,-18000,7188,"DL,DVH,NEH,NW"
PDX,KPDX,Portland OR,45.5875,-122.5978,-28800,10990,"RW,AS,ASH,DL,DVH,NW,WAH"
POA,SBPA,Porto Alegre Brazil,-29.9931,-51.1703,-7200,7480,"AR,GLO,PAH"
BNI,DNBE,Porto Novo Benin,6.3169,5.5994,3600,7892,
OPO,LPPR,Porto Portugal,41.2475,-8.6811,0,11441,"UX,KLD,HVD"
PXO,LPPS,Porto Santo Madeira Portugal,33.0733,-16.3494,0,9898,
BPS,SBPS,Porto Seguro Brazil,-16.4331,-39.0831,-7200,6572,
PVH,SBPV,Porto Velho Brazil,-8.7133,-63.9028,-14400,7936,PAH
PSS,SARP,Posadas Argentina,-27.3856,-55.9706,-10800,7410,AR
PAZ,MMPA,Poza Rica Mexico,20.6025,-97.4606,-21600,5887,AM
POZ,EPPO,Poznan Polland,52.4211,16.8264,3600,8241,
PRG,LKPR,Prague Czech Republic,50.0997,14.2592,3600,12168,"SUD,AF,OK,DVH,KLD,KL,PAH"
PRI,FSPP,Praslin Island Seychelles,-4.3192,55.6917,14400,4618,
LOP,WADL,Praya Indonesia,-8.7508,116.268,28800,9038,
PRC,KPRC,Prescott AZ,34.6542,-112.419,-25200,7638,RW
PQI,KPQI,Presque Isle ME,46.6889,-68.0444,-18000,7445,"DVH,NEH"
PRY,FAWB,Pretoria South Africa,-25.6553,28.2211,7200,5995,
PVK,LGPZ,Preveza/Lefkada Greece,38.9256,20.765,7200,9798,
YXS,CYXS,Prince George BC Canada,53.8839,-122.6769,-28800,11491,"WS,WSH"
PRN,BKPR,Pristina Kosovo,42.5728,21.0356,3600,8225,
PPP,YBPN,Proserpine Australia,-20.495,148.552,39600,6810,VA
PVD,KPVD,Providence RI,41.7239,-71.4281,-18000,8728,"DL,DVH,NW,PAH"
PLS,MBPV,Providenciales Turks and Caicos,21.7731,-72.2656,-18000,7618,"DL,DVH"
PVU,KPVU,Provo Muni UT,40.2192,-111.723,-25200,8608,DL
PBC,MMPB,Puebla Mexico,19.1581,-98.3714,-21600,11902,"AM,NW"
PUB,KPUB,Pueblo CO,38.2897,-104.4978,-25200,10480,DVH
PPE,MMPE,Puerto Penasco Mexico,31.3517,-113.5258,-25200,4920,AMH
POP,MDPP,Puerto Plata Dominican Republic,19.7564,-70.5692,-18000,10108,"KLD,SBS"
PVR,MMPR,Puerto Vallarta Mexico,20.6792,-105.254,-21600,10229,"AM,DL,DVH,NW,WSH"
FUE,GCFV,Puerto del Rosario Spain,28.4528,-13.8639,-3600,10744,
PUY,LDPL,Pula Croatia,44.8933,13.9219,3600,9609,
PUW,KPUW,Pullman ID,46.7431,-117.109,-28800,6719,"RW,AS"
PUQ,SCCI,Punta Arenas Chile,-53.0033,-70.8531,-10800,10161,
PUJ,MDPC,Punta Cana Dominican Republic,18.5667,-68.3625,-18000,10188,"AR,AF,DL,DVH,SBS,WSH"
PGD,KPGD,Punta Gorda FL,26.9189,-81.9908,-18000,7216,DVH
PUS,RKPK,Pusan South Korea,35.1789,128.9378,32400,10516,"DVH,KE,KEH,NW,VN"
PSU,WIOP,Putussibau Indonesia,0.8356,112.937,25200,4593,
FNJ,ZKPY,Pyongyang North Korea,39.2447,125.676,32400,13417,
JQA,BGUQ,Qaarsut Airport Greenland,70.7342,-52.6961,-10800,2942,
TAO,ZSQD,Qingdao China,36.2642,120.375,28800,11175,"MU,MUD"
NDG,ZYQQ,Qiqihar China,47.2392,123.9178,28800,8530,CZH
JJN,ZSQZ,Quanzhou China,24.7961,118.589,28800,8530,
YQB,CYQB,Quebec QC Canada,46.7881,-71.3967,-18000,9073,"DL,DVH,WS,WSH"
ZQN,NZQN,Queenstown New Zealand,-45.0242,168.7428,46800,6194,VA
UEL,FQQL,Quelimane Mozambique,-17.8553,36.8686,7200,6104,
QRO,MMQT,Queretaro Mexico,20.6217,-100.188,-21600,11481,AM
UIH,VVPC,Qui Nhon Vietnam,13.955,109.042,25200,10000,VN
UIP,LFRQ,Quimper France,47.9747,-4.1678,3600,7041,
UIO,SEQM,Quito Ecuador,-0.1289,-78.3564,-18000,13534,"AM,DL,KL"
JTC,SEQQ,Quito-Old Mariscal Ecuador,-0.1406,-78.4875,-18000,2500,"AMH,DVH,KLD"
BZZ,EGVN,RAF Brize Norton United Kingdom,51.7497,-1.5828,3600,9984,
RBA,GMME,Rabat Morocco,34.0506,-6.7514,0,11511,"AF,PAH"
BVC,GVBA,Rabil-Cape Verde,16.1367,-22.8881,-3600,6901,
VKG,VVRG,Rach Gia Vietnam,9.9581,105.132,25200,4921,VN
RAH,OERF,Rafha Saudi Arabia,29.6264,43.4906,10800,9840,SV
RFP,NTTR,Raiatea French Polynesia,-16.7228,-151.466,-39600,4588,
NAV,NTAV,Raivavae French Polynesia,-23.8839,-147.664,-39600,4593,
ATQ,VIAR,Raja Sansi Int Amritsar India,31.7094,74.7969,19800,11874,JAD
RDU,KRDU,Raleigh/Durham NC,35.8776,-78.7875,-18000,10008,"DL,DVH,NW"
RMS,ETAR,Ramstein AB Germany,49.4367,7.6003,3600,10478,
RGI,NTTG,Rangiroa French Polynesia,-14.9528,-147.658,-39600,6897,
RAP,KRAP,Rapid City SD,44.0447,-103.0578,-25200,8707,"DL,NCA,NW,WAH"
RAR,NCRG,Rarotongo Cook Islands,-21.2006,-159.795,-36000,7634,
RKT,OMRK,Ras Al-Khaimah UAE,25.6131,55.9389,14400,12382,
REC,SBRF,Recife Brazil,-8.1258,-34.9228,-10800,11127,"DVH,GLO,PAH"
RDD,KRDD,Redding CA,40.5089,-122.293,-28800,7020,RW
RDM,KRDM,Redmond OR,44.2533,-121.15,-28800,7033,"RW,AS,DL,DVH,NW"
REG,LICR,Reggio Calabria Italy,38.0706,15.6514,3600,6953,"AZ,AZD"
YQR,CYQR,Regina SK Canada,50.4317,-104.666,-21600,7911,"DL,NW,WS,WSH"
REM,FSSR,Remire Island Seychelles,-5.1156,53.3114,14400,2500,
RGT,WIPR,Rengat Indonesia,-0.3528,102.335,25200,2500,
RNS,LFRN,Rennes France,48.0694,-1.7347,3600,6899,AF
RNO,KRNO,Reno NV,39.4981,-119.768,-28800,11008,"RW,AS,DL,DVH,NW"
RNT,KRNT,Renton Municipal WA,47.4931,-122.216,-28800,5380,
FRG,KFRG,Republic Farmingdale NY,40.7286,-73.4133,-18000,6845,
RES,SARE,Resistencia Argentina,-27.4497,-59.0556,-10800,9100,AR
YRB,CYRB,Resolute Bay NU Canada,74.7167,-94.9692,-21600,6477,
REK,BIRK,Reykjavik Iceland,64.1294,-21.9406,-3600,5133,"KLD,NEH"
REX,MMRX,Reynosa Mexico,26.0089,-98.2283,-25200,6224,AM
RHI,KRHI,Rhinelander WI,45.6308,-89.4669,-21600,6787,"DL,NCA,NW"
RHO,LGRP,Rhodes Greece,36.4047,28.0856,7200,10832,"KLD,HV,HVD"
RIB,SLRI,Riberalta Bolivia,-11.0097,-66.0728,-18000,5914,PAH
RDT,GOSR,Richard Toll Senegal,16.4375,-15.6569,0,5085,
RIF,KRIF,Richfield UT,38.7339,-112.101,-25200,6603,DVH
RIC,KRIC,Richmond VA,37.505,-77.3192,-18000,9033,"DL,DVH,NW"
RIL,KRIL,Rifle CO,39.5264,-107.7278,-25200,6989,WAH
RIX,EVRA,Riga Latvia,56.9231,23.9706,7200,10488,SUD
RMI,LIPR,Rimini Italy,44.0203,12.6117,3600,9821,
RMT,NTAM,Rimitara French Polynesia,-22.6369,-152.805,-39600,4603,
RBR,SBRB,Rio Branco Acre Brazil,-9.8686,-67.8939,-14400,7180,
SDU,SBRJ,Rio De Janeiro-Santos Dumont-Brazil,-22.9103,-43.1628,-7200,4367,GLO
RGL,SAWG,Rio Gallegos Argentina,-51.6089,-69.3125,-18000,11876,AR
RGA,SAWE,Rio Grande Argentina,-53.7775,-67.75,-10800,6546,AR
RHD,SANR,Rio Hondo Argentina,-27.4967,-64.9358,-7200,8202,
GIG,SBGL,Rio de Janeiro–Galeao Brazil,-22.8089,-43.2431,-7200,13204,"AR,AM,AF,DL,DVH,GLO,KLD,KL,PAH"
RAL,KRAL,Riverside CA,33.9517,-117.4447,-28800,5404,RW
RUH,OERK,Riyadh Saudi Arabia,24.9575,46.6978,10800,13829,"AF,ME,PAH,SV,SVD"
ROA,KROA,Roanoke VA,37.3253,-79.9753,-18000,6816,"DL,DVH,NW"
RTB,MHRO,Roatan Honduras,16.3167,-86.5217,-21600,9083,DL
RST,KRST,Rochester MN,43.9069,-92.4989,-21600,9032,"DL,NCA,NW"
ROC,KROC,Rochester NY,43.1189,-77.6725,-18000,8009,"DL,DVH,PAH"
RSD,MYER,Rock Sound Bahamas,24.8917,-76.1778,-18000,7178,PAH
RKS,KRKS,Rock Springs WY,41.5942,-109.065,-25200,9986,
RFD,KRFD,Rockford IL,42.1953,-89.0969,-21600,9993,NW
ROK,YBRK,Rockhampton Australia,-23.3817,150.475,36000,8647,VA
